Дагестан Респ	321
Санкт-Петербург	236
Новосибирская обл	218
Москва	83
Московская обл	79
Башкортостан Респ	70
Краснодарский край	68
Ростовская обл	60
Челябинская обл	42
Свердловская обл	31
Саха /Якутия/ Респ	24
Пермский край	23
Хабаровский край	22
Красноярский край	19
Ивановская обл	18
Марий Эл Респ	18
Ханты-Мансийский Автономный округ - Югра АО	17
Ленинградская обл	16
Ставропольский край	16
Брянская обл	15
Приморский край	15
Волгоградская обл	13
Томская обл	13
Оренбургская обл	13
Кемеровская обл	12
Калининградская обл	11
Татарстан Респ	10
Чувашская Республика - Чувашия	10
Саратовская обл	10
Тульская обл	10
Воронежская обл	10
Новгородская обл	9
Кировская обл	9
Архангельская обл	8
Нижегородская обл	8
Чеченская Респ	8
Камчатский край	8
Самарская обл	8
Тверская обл	7
Курганская обл	6
Тюменская обл	6
Курская обл	6
Амурская обл	5
Вологодская обл	5
Омская обл	5
Иркутская обл	5
Смоленская обл	4
Коми Респ	4
Рязанская обл	4
Алтайский край	4
Астраханская обл	4
Тамбовская обл	4
Белгородская обл	3
Сахалинская обл	3
Владимирская обл	3
Бурятия Респ	3
Удмуртская Респ	3
Орловская обл	3
Ульяновская обл	3
Пензенская обл	3
Калужская обл	3
Забайкальский край	3
Костромская обл	2
Карелия Респ	2
Ярославская обл	2
Чукотский АО	2
Липецкая обл	2
Калмыкия Респ	2
Мурманская обл	2
Карачаево-Черкесская Респ	2
	1
Ямало-Ненецкий АО	1
Кабардино-Балкарская Респ	1
